bioguide,govtrack,icpsr,wikipedia,wikidata,google_entity_id,first,last,birthday,gender,type,start,end,state,class,party,house_history,district,middle,nickname,suffix,bioguide_previous,house_history_alternate,thomas,cspan,votesmart,lis,ballotpedia,official_full,opensecrets,url,fec,maplight,state_rank
U000005,411029,9552,William B. Umstead,Q362840,kg:/m/0281fg,William,Umstead,'1895-05-13',M,rep,'1933-03-09','1935-01-03',NC,,Democrat,20832,6,Bradley,,,,,,,,,,,,,,,
U000005,411029,9552,William B. Umstead,Q362840,kg:/m/0281fg,William,Umstead,'1895-05-13',M,rep,'1935-01-03','1937-01-03',NC,,Democrat,20832,6,Bradley,,,,,,,,,,,,,,,
U000005,411029,9552,William B. Umstead,Q362840,kg:/m/0281fg,William,Umstead,'1895-05-13',M,rep,'1937-01-05','1939-01-03',NC,,Democrat,20832,6,Bradley,,,,,,,,,,,,,,,
U000005,411029,9552,William B. Umstead,Q362840,kg:/m/0281fg,William,Umstead,'1895-05-13',M,sen,'1946-12-18','1949-01-03',NC,2,Democrat,20832,,Bradley,,,,,,,,,,,,,,,
A000296,400938,248,Samuel W. Arnold,Q183164,kg:/m/02rz87g,Samuel,Arnold,'1879-09-21',M,rep,'1943-01-06','1945-01-03',MO,,Republican,8671,1,Washington,Wat,,,,,,,,,,,,,,
A000296,400938,248,Samuel W. Arnold,Q183164,kg:/m/02rz87g,Samuel,Arnold,'1879-09-21',M,rep,'1945-01-03','1947-01-03',MO,,Republican,8671,1,Washington,Wat,,,,,,,,,,,,,,
A000296,400938,248,Samuel W. Arnold,Q183164,kg:/m/02rz87g,Samuel,Arnold,'1879-09-21',M,rep,'1947-01-03','1949-01-03',MO,,Republican,8671,1,Washington,Wat,,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1931-12-07','1933-03-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1933-03-09','1935-01-03',VA,,Democrat,13211,0,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1935-01-03','1937-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1937-01-05','1939-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1939-01-03','1941-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1941-01-03','1943-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1943-01-06','1945-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1945-01-03','1947-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
F000191,404146,3207,John W. Flannagan Jr.,Q1698689,kg:/m/02qdbkj,John,Flannagan,'1885-02-20',M,rep,'1947-01-03','1949-01-03',VA,,Democrat,13211,9,William,,Jr.,,,,,,,,,,,,,
G000493,404838,3851,Chester H. Gross,Q5093581,kg:/m/0f7f_d,Chester,Gross,'1888-10-13',M,rep,'1939-01-03','1941-01-03',PA,,Republican,14184,22,Heilman,,,,,,,,,,,,,,,
G000493,404838,3851,Chester H. Gross,Q5093581,kg:/m/0f7f_d,Chester,Gross,'1888-10-13',M,rep,'1943-01-06','1945-01-03',PA,,Republican,14184,22,Heilman,,,,,,,,,,,,,,,
G000493,404838,3851,Chester H. Gross,Q5093581,kg:/m/0f7f_d,Chester,Gross,'1888-10-13',M,rep,'1945-01-03','1947-01-03',PA,,Republican,14184,21,Heilman,,,,,,,,,,,,,,,
G000493,404838,3851,Chester H. Gross,Q5093581,kg:/m/0f7f_d,Chester,Gross,'1888-10-13',M,rep,'1947-01-03','1949-01-03',PA,,Republican,14184,21,Heilman,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1929-04-15','1931-03-03',IN,,Democrat,17217,7,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1931-12-07','1933-03-03',IN,,Democrat,17217,7,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1933-03-09','1935-01-03',IN,,Democrat,17217,12,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1935-01-03','1937-01-03',IN,,Democrat,17217,12,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1937-01-05','1939-01-03',IN,,Democrat,17217,12,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1939-01-03','1941-01-03',IN,,Democrat,17217,12,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1941-01-03','1943-01-03',IN,,Democrat,17217,12,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1943-01-06','1945-01-03',IN,,Democrat,17217,11,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1945-01-03','1947-01-03',IN,,Democrat,17217,11,Leon,,,,,,,,,,,,,,,
L000501,406988,5831,Louis Ludlow,Q1871835,kg:/m/05k007,Louis,Ludlow,'1873-06-24',M,rep,'1947-01-03','1949-01-03',IN,,Democrat,17217,11,Leon,,,,,,,,,,,,,,,
M000438,407437,6242,Ernest McFarland,Q889212,kg:/m/03l8kj,Ernest,McFarland,'1894-10-09',M,sen,'1941-01-03','1947-01-03',AZ,1,Democrat,,,William,,,,,,,,,,,,,,,
M000438,407437,6242,Ernest McFarland,Q889212,kg:/m/03l8kj,Ernest,McFarland,'1894-10-09',M,sen,'1947-01-03','1953-01-03',AZ,1,Democrat,,,William,,,,,,,,,,,,,,,
N000135,408219,6957,Fred B. Norman,Q1452205,kg:/m/02rmn2l,Fred,Norman,'1882-03-21',M,rep,'1943-01-06','1945-01-03',WA,,Republican,18998,3,Barthold,,,,,,,,,,,,,,,
N000135,408219,6957,Fred B. Norman,Q1452205,kg:/m/02rmn2l,Fred,Norman,'1882-03-21',M,rep,'1947-01-03','1949-01-03',WA,,Republican,18998,3,Barthold,,,,,,,,,,,,,,,
R000022,409004,7699,Homer A. Ramey,Q13098979,kg:/m/02rhhmv,Homer,Ramey,'1891-03-02',M,rep,'1943-01-06','1945-01-03',OH,,Republican,20102,9,Alonzo,,,,,,,,,,,,,,,
R000022,409004,7699,Homer A. Ramey,Q13098979,kg:/m/02rhhmv,Homer,Ramey,'1891-03-02',M,rep,'1945-01-03','1947-01-03',OH,,Republican,20102,9,Alonzo,,,,,,,,,,,,,,,
R000022,409004,7699,Homer A. Ramey,Q13098979,kg:/m/02rhhmv,Homer,Ramey,'1891-03-02',M,rep,'1947-01-03','1949-01-03',OH,,Republican,20102,9,Alonzo,,,,,,,,,,,,,,,
R000319,409290,7959,Charles R. Robertson,Q1065850,kg:/m/025tvkz,Charles,Robertson,'1889-09-05',M,rep,'1941-01-03','1943-01-03',ND,,Republican,20481,0,Raymond,,,,,,,,,,,,,,,
R000319,409290,7959,Charles R. Robertson,Q1065850,kg:/m/025tvkz,Charles,Robertson,'1889-09-05',M,rep,'1945-01-03','1947-01-03',ND,,Republican,20481,0,Raymond,,,,,,,,,,,,,,,
R000319,409290,7959,Charles R. Robertson,Q1065850,kg:/m/025tvkz,Charles,Robertson,'1889-09-05',M,rep,'1947-01-03','1949-01-03',ND,,Republican,20481,0,Raymond,,,,,,,,,,,,,,,
S000755,410222,8813,Raymond S. Springer,Q2134248,kg:/m/02vn_1n,Raymond,Springer,'1882-04-26',M,rep,'1939-01-03','1941-01-03',IN,,Republican,22070,10,Smiley,,,,,,,,,,,,,,,
S000755,410222,8813,Raymond S. Springer,Q2134248,kg:/m/02vn_1n,Raymond,Springer,'1882-04-26',M,rep,'1941-01-03','1943-01-03',IN,,Republican,22070,10,Smiley,,,,,,,,,,,,,,,
S000755,410222,8813,Raymond S. Springer,Q2134248,kg:/m/02vn_1n,Raymond,Springer,'1882-04-26',M,rep,'1943-01-06','1945-01-03',IN,,Republican,22070,10,Smiley,,,,,,,,,,,,,,,
S000755,410222,8813,Raymond S. Springer,Q2134248,kg:/m/02vn_1n,Raymond,Springer,'1882-04-26',M,rep,'1945-01-03','1947-01-03',IN,,Republican,22070,10,Smiley,,,,,,,,,,,,,,,
S000755,410222,8813,Raymond S. Springer,Q2134248,kg:/m/02vn_1n,Raymond,Springer,'1882-04-26',M,rep,'1947-01-03','1949-01-03',IN,,Republican,22070,10,Smiley,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1933-03-09','1935-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1935-01-03','1937-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1937-01-05','1939-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1939-01-03','1941-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1941-01-03','1943-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1943-01-06','1945-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1945-01-03','1947-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
W000304,411468,9962,Milton H. West,Q572822,kg:/m/03c0vmw,Milton,West,'1888-06-30',M,rep,'1947-01-03','1949-01-03',TX,,Democrat,23581,15,Horace,,,,,,,,,,,,,,,
B001028,401978,1208,James V. Buckley,Q6144544,kg:/m/02rkb87,James,Buckley,'1894-05-15',M,rep,'1949-01-03','1951-01-03',IL,,Democrat,10104,4,Vincent,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1935-01-03','1937-01-03',IL,,Republican,10942,10,Edwin,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1937-01-05','1939-01-03',IL,,Republican,10942,10,Edwin,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1939-01-03','1941-01-03',IL,,Republican,10942,10,Edwin,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1943-01-06','1945-01-03',IL,,Republican,10942,10,Edwin,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1945-01-03','1947-01-03',IL,,Republican,10942,10,Edwin,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1947-01-03','1949-01-03',IL,,Republican,10942,10,Edwin,,,,,,,,,,,,,,,
C000390,402529,1723,Ralph E. Church,Q3929783,kg:/m/0c9mky,Ralph,Church,'1883-05-05',M,rep,'1949-01-03','1951-01-03',IL,,Republican,10942,13,Edwin,,,,,,,,,,,,,,,
O000122,408310,7103,Eugene D. O'Sullivan,Q1373076,kg:/m/0bc_7j,Eugene,O’Sullivan,'1883-05-31',M,rep,'1949-01-03','1951-01-03',NE,,Democrat,19215,2,Daniel,,,,,,,,,,,,,,,
G000131,404501,3536,Walter F. George,Q352331,kg:/m/05n_z3,Walter,George,'1878-01-29',M,sen,'1922-01-01','1927-03-04',GA,3,Democrat,,,Franklin,,,,,,,,,,,,,,,
G000131,404501,3536,Walter F. George,Q352331,kg:/m/05n_z3,Walter,George,'1878-01-29',M,sen,'1927-12-05','1933-03-03',GA,3,Democrat,,,Franklin,,,,,,,,,,,,,,,
G000131,404501,3536,Walter F. George,Q352331,kg:/m/05n_z3,Walter,George,'1878-01-29',M,sen,'1933-03-09','1939-01-03',GA,3,Democrat,,,Franklin,,,,,,,,,,,,,,,
G000131,404501,3536,Walter F. George,Q352331,kg:/m/05n_z3,Walter,George,'1878-01-29',M,sen,'1939-01-03','1945-01-03',GA,3,Democrat,,,Franklin,,,,,,,,,,,,,,,
G000131,404501,3536,Walter F. George,Q352331,kg:/m/05n_z3,Walter,George,'1878-01-29',M,sen,'1945-01-03','1951-01-03',GA,3,Democrat,,,Franklin,,,,,,,,,,,,,,,
G000131,404501,3536,Walter F. George,Q352331,kg:/m/05n_z3,Walter,George,'1878-01-29',M,sen,'1951-01-03','1957-01-03',GA,3,Democrat,,,Franklin,,,,,,,,,,,,,,,
W000699,411851,10329,John Stephens Wood,Q1701821,kg:/m/0384k1,John,Wood,'1885-02-08',M,rep,'1931-12-07','1933-03-03',GA,,Democrat,24050,9,Stephens,,,,,,,,,,,,,,,
W000699,411851,10329,John Stephens Wood,Q1701821,kg:/m/0384k1,John,Wood,'1885-02-08',M,rep,'1933-03-09','1935-01-03',GA,,Democrat,24050,9,Stephens,,,,,,,,,,,,,,,
W000699,411851,10329,John Stephens Wood,Q1701821,kg:/m/0384k1,John,Wood,'1885-02-08',M,rep,'1945-01-03','1947-01-03',GA,,Democrat,24050,9,Stephens,,,,,,,,,,,,,,,
W000699,411851,10329,John Stephens Wood,Q1701821,kg:/m/0384k1,John,Wood,'1885-02-08',M,rep,'1947-01-03','1949-01-03',GA,,Democrat,24050,9,Stephens,,,,,,,,,,,,,,,
W000699,411851,10329,John Stephens Wood,Q1701821,kg:/m/0384k1,John,Wood,'1885-02-08',M,rep,'1949-01-03','1951-01-03',GA,,Democrat,24050,9,Stephens,,,,,,,,,,,,,,,
W000699,411851,10329,John Stephens Wood,Q1701821,kg:/m/0384k1,John,Wood,'1885-02-08',M,rep,'1951-01-03','1953-01-03',GA,,Democrat,24050,9,Stephens,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1939-01-03','1941-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1941-01-03','1943-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1943-01-06','1945-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1945-01-03','1947-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1947-01-03','1949-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1949-01-03','1951-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1951-01-03','1953-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
A000257,400893,207,Homer D. Angell,Q524875,kg:/m/02qdyk6,Homer,Angell,'1875-01-12',M,rep,'1953-01-03','1955-01-03',OR,,Republican,8622,3,Daniel,,,,,,,,,,,,,,,
B000820,401777,1024,John W. Bricker,Q885374,kg:/m/01sv0r,John,Bricker,'1893-09-06',M,sen,'1947-01-03','1953-01-03',OH,1,Republican,,,William,,,,,,,,,,,,,,,
B000820,401777,1024,John W. Bricker,Q885374,kg:/m/01sv0r,John,Bricker,'1893-09-06',M,sen,'1953-01-03','1959-01-03',OH,1,Republican,,,William,,,,,,,,,,,,,,,
B001177,402119,1338,Hugh A. Butler,Q1634183,kg:/m/09vt65,Hugh,Butler,'1878-02-28',M,sen,'1941-01-03','1947-01-03',NE,1,Republican,,,Alfred,,,,,,,,,,,,,,,
B001177,402119,1338,Hugh A. Butler,Q1634183,kg:/m/09vt65,Hugh,Butler,'1878-02-28',M,sen,'1947-01-03','1953-01-03',NE,1,Republican,,,Alfred,,,,,,,,,,,,,,,
B001177,402119,1338,Hugh A. Butler,Q1634183,kg:/m/09vt65,Hugh,Butler,'1878-02-28',M,sen,'1953-01-03','1954-07-01',NE,1,Republican,,,Alfred,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1939-01-03','1941-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1941-01-03','1943-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1943-01-06','1945-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1945-01-03','1947-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1947-01-03','1949-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1949-01-03','1951-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1951-01-03','1953-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000070,402228,1439,Albert Sidney Camp,Q2638829,kg:/m/0gr_pl,Albert,Camp,'1892-07-26',M,rep,'1953-01-03','1955-01-03',GA,,Democrat,10532,4,Sidney,,,,,,,,,,,,,,,
C000614,402743,1928,William Clay Cole,Q2578276,kg:/m/02rwzvh,William,Cole,'1897-08-29',M,rep,'1943-01-06','1945-01-03',MO,,Republican,11218,3,Clay,,,,,,,,,,,,,,,
C000614,402743,1928,William Clay Cole,Q2578276,kg:/m/02rwzvh,William,Cole,'1897-08-29',M,rep,'1945-01-03','1947-01-03',MO,,Republican,11218,3,Clay,,,,,,,,,,,,,,,
C000614,402743,1928,William Clay Cole,Q2578276,kg:/m/02rwzvh,William,Cole,'1897-08-29',M,rep,'1947-01-03','1949-01-03',MO,,Republican,11218,3,Clay,,,,,,,,,,,,,,,
C000614,402743,1928,William Clay Cole,Q2578276,kg:/m/02rwzvh,William,Cole,'1897-08-29',M,rep,'1953-01-03','1955-01-03',MO,,Republican,11218,6,Clay,,,,,,,,,,,,,,,
F000034,403995,,Joseph Rider Farrington,Q1263994,kg:/m/036nhz,Joseph,Farrington,'1897-10-15',M,rep,'1943-01-06','1945-01-03',HI,,Republican,13005,0,Rider,,,,,,,,,,,,,,,
F000034,403995,,Joseph Rider Farrington,Q1263994,kg:/m/036nhz,Joseph,Farrington,'1897-10-15',M,rep,'1945-01-03','1947-01-03',HI,,Republican,13005,0,Rider,,,,,,,,,,,,,,,
F000034,403995,,Joseph Rider Farrington,Q1263994,kg:/m/036nhz,Joseph,Farrington,'1897-10-15',M,rep,'1947-01-03','1949-01-03',HI,,Republican,13005,0,Rider,,,,,,,,,,,,,,,
F000034,403995,,Joseph Rider Farrington,Q1263994,kg:/m/036nhz,Joseph,Farrington,'1897-10-15',M,rep,'1949-01-03','1951-01-03',HI,,Republican,13005,0,Rider,,,,,,,,,,,,,,,
F000034,403995,,Joseph Rider Farrington,Q1263994,kg:/m/036nhz,Joseph,Farrington,'1897-10-15',M,rep,'1951-01-03','1953-01-03',HI,,Republican,13005,0,Rider,,,,,,,,,,,,,,,
F000034,403995,,Joseph Rider Farrington,Q1263994,kg:/m/036nhz,Joseph,Farrington,'1897-10-15',M,rep,'1953-01-03','1955-01-03',HI,,Republican,13005,0,Rider,,,,,,,,,,,,,,,
L000070,406579,5452,William Langer,Q370780,kg:/m/035t5v,William,Langer,'1886-09-30',M,sen,'1941-01-03','1947-01-03',ND,1,Republican,,,,,,,,,,,,,,,,,,
L000070,406579,5452,William Langer,Q370780,kg:/m/035t5v,William,Langer,'1886-09-30',M,sen,'1947-01-03','1953-01-03',ND,1,Republican,,,,,,,,,,,,,,,,,,
L000070,406579,5452,William Langer,Q370780,kg:/m/035t5v,William,Langer,'1886-09-30',M,sen,'1953-01-03','1959-01-03',ND,1,Republican,,,,,,,,,,,,,,,,,,
L000070,406579,5452,William Langer,Q370780,kg:/m/035t5v,William,Langer,'1886-09-30',M,sen,'1959-01-03','1959-11-08',ND,1,Republican,,,,,,,,,,,,,,,,,,
S000499,409986,8587,Frank Small Jr.,Q2045577,kg:/m/08zzc6,Frank,Small,'1896-07-15',M,rep,'1953-01-03','1955-01-03',MD,,Republican,21760,5,,,Jr.,,,,,,,,,,,,,
S000797,410263,8839,Thomas B. Stanley,Q880078,kg:/m/03c8kp,Thomas,Stanley,'1890-07-16',M,rep,'1946-11-05','1947-01-03',VA,,Democrat,22125,5,Bahnson,,,,,,,,,,,,,,,
S000797,410263,8839,Thomas B. Stanley,Q880078,kg:/m/03c8kp,Thomas,Stanley,'1890-07-16',M,rep,'1947-01-03','1949-01-03',VA,,Democrat,22125,5,Bahnson,,,,,,,,,,,,,,,
S000797,410263,8839,Thomas B. Stanley,Q880078,kg:/m/03c8kp,Thomas,Stanley,'1890-07-16',M,rep,'1949-01-03','1951-01-03',VA,,Democrat,22125,5,Bahnson,,,,,,,,,,,,,,,
S000797,410263,8839,Thomas B. Stanley,Q880078,kg:/m/03c8kp,Thomas,Stanley,'1890-07-16',M,rep,'1951-01-03','1953-01-03',VA,,Democrat,22125,5,Bahnson,,,,,,,,,,,,,,,
S000797,410263,8839,Thomas B. Stanley,Q880078,kg:/m/03c8kp,Thomas,Stanley,'1890-07-16',M,rep,'1953-01-03','1955-01-03',VA,,Democrat,22125,5,Bahnson,,,,,,,,,,,,,,,
S001087,410540,9099,James Patrick Sutton,Q1680954,kg:/m/026_j94,James,Sutton,'1915-10-31',M,rep,'1949-01-03','1951-01-03',TN,,Democrat,22483,7,Patrick,,,,,,,,,,,,,,,
S001087,410540,9099,James Patrick Sutton,Q1680954,kg:/m/026_j94,James,Sutton,'1915-10-31',M,rep,'1951-01-03','1953-01-03',TN,,Democrat,22483,7,Patrick,,,,,,,,,,,,,,,
S001087,410540,9099,James Patrick Sutton,Q1680954,kg:/m/026_j94,James,Sutton,'1915-10-31',M,rep,'1953-01-03','1955-01-03',TN,,Democrat,22483,6,Patrick,,,,,,,,,,,,,,,
T000259,410834,9374,Edward John Thye,Q882494,kg:/m/01l5ng,Edward,Thye,'1896-04-26',M,sen,'1947-01-03','1953-01-03',MN,1,Republican,,,John,,,,,,,,,,,,,,,
T000259,410834,9374,Edward John Thye,Q882494,kg:/m/01l5ng,Edward,Thye,'1896-04-26',M,sen,'1953-01-03','1959-01-03',MN,1,Republican,,,John,,,,,,,,,,,,,,,
D000421,403534,2662,James G. Donovan,Q4168617,kg:/m/0kt2b3,James,Donovan,'1898-12-15',M,rep,'1951-01-03','1953-01-03',NY,,Democrat,12354,18,George,,,,,,,,,,,,,,,
D000421,403534,2662,James G. Donovan,Q4168617,kg:/m/0kt2b3,James,Donovan,'1898-12-15',M,rep,'1953-01-03','1955-01-03',NY,,Democrat,12354,18,George,,,,,,,,,,,,,,,
D000421,403534,2662,James G. Donovan,Q4168617,kg:/m/0kt2b3,James,Donovan,'1898-12-15',M,rep,'1955-01-05','1957-01-03',NY,,Democrat,12354,18,George,,,,,,,,,,,,,,,
F000356,404303,3349,J. Allen Frear Jr.,Q377842,kg:/m/07nt00,Joseph,Frear,'1903-03-07',M,sen,'1949-01-03','1955-01-03',DE,2,Democrat,,,Allen,,Jr.,,,,,,,,,,,,,
F000356,404303,3349,J. Allen Frear Jr.,Q377842,kg:/m/07nt00,Joseph,Frear,'1903-03-07',M,sen,'1955-01-05','1961-01-03',DE,2,Democrat,,,Allen,,Jr.,,,,,,,,,,,,,
M001108,408072,6820,James E. Murray,Q1317790,kg:/m/079ksq,James,Murray,'1876-05-03',M,sen,'1934-01-01','1937-01-03',MT,2,Democrat,,,Edward,,,,,,,,,,,,,,,
M001108,408072,6820,James E. Murray,Q1317790,kg:/m/079ksq,James,Murray,'1876-05-03',M,sen,'1937-01-05','1943-01-03',MT,2,Democrat,,,Edward,,,,,,,,,,,,,,,
M001108,408072,6820,James E. Murray,Q1317790,kg:/m/079ksq,James,Murray,'1876-05-03',M,sen,'1943-01-06','1949-01-03',MT,2,Democrat,,,Edward,,,,,,,,,,,,,,,
M001108,408072,6820,James E. Murray,Q1317790,kg:/m/079ksq,James,Murray,'1876-05-03',M,sen,'1949-01-03','1955-01-03',MT,2,Democrat,,,Edward,,,,,,,,,,,,,,,
M001108,408072,6820,James E. Murray,Q1317790,kg:/m/079ksq,James,Murray,'1876-05-03',M,sen,'1955-01-05','1961-01-03',MT,2,Democrat,,,Edward,,,,,,,,,,,,,,,
V000082,411138,9657,Harold H. Velde,Q5661051,kg:/m/038h_m,Harold,Velde,'1910-04-01',M,rep,'1949-01-03','1951-01-03',IL,,Republican,20973,18,Himmel,,,,,,,,,,,,,,,
