bioguide,govtrack,icpsr,wikipedia,wikidata,google_entity_id,first,last,birthday,gender,type,start,end,state,class,party,house_history,district,middle,nickname,suffix,bioguide_previous,house_history_alternate,thomas,cspan,votesmart,lis,ballotpedia,official_full,opensecrets,url,fec,maplight,state_rank,caucus,end-type,twitter,facebook,youtube_id,twitter_id,youtube,instagram,instagram_id
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2003-01-07','2005-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://www.house.gov/larson,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2005-01-04','2007-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://www.house.gov/larson,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2007-01-04','2009-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://www.house.gov/larson,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2009-01-06','2011-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://www.house.gov/larson,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2011-01-05','2013-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://www.house.gov/larson,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2013-01-03','2015-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://www.larson.house.gov,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2015-01-06','2017-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,http://larson.house.gov,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2017-01-03','2019-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,https://larson.house.gov,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000557,400233,29908.0,John B. Larson,Q357832,kg:/m/024zl9,John,Larson,'1948-07-22',M,rep,'2019-01-03','2021-01-03',CT,,Democrat,17292,1,B.,,,,,'01583',36596,17188,,John B. Larson,John B. Larson,N00000575,https://larson.house.gov,H8CT01046,334.0,,,,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2007-12-13','2009-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,http://latta.house.gov/,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2009-01-06','2011-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,http://latta.house.gov/,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2011-01-05','2013-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,http://latta.house.gov/,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2013-01-03','2015-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,http://latta.house.gov,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2015-01-06','2017-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,http://latta.house.gov,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2017-01-03','2019-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,https://latta.house.gov,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000566,412256,20755.0,Bob Latta,Q888061,kg:/m/02z6_j1,Robert,Latta,'1956-04-18',M,rep,'2019-01-03','2021-01-03',OH,,Republican,17309,5,E.,,,,,'01885',1028071,9926,,Robert E. Latta,Robert E. Latta,N00012233,https://latta.house.gov,H8OH05036,737.0,,,,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'1975-01-14','1981-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,,S4VT00017,586.0,,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'1981-01-05','1987-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,,S4VT00017,586.0,,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'1987-01-06','1993-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,,S4VT00017,586.0,,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'1993-01-05','1999-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,,S4VT00017,586.0,,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'1999-01-06','2005-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,http://leahy.senate.gov/,S4VT00017,586.0,,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'2005-01-04','2011-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,http://leahy.senate.gov/,S4VT00017,586.0,,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'2011-01-05','2017-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,https://www.leahy.senate.gov,S4VT00017,586.0,senior,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000174,300065,14307.0,Patrick Leahy,Q59315,kg:/m/0202kf,Patrick,Leahy,'1940-03-31',M,sen,'2017-01-03','2023-01-03',VT,3.0,Democrat,,,J.,,,,,'01383',1552,53353,S057,Patrick Leahy,Patrick J. Leahy,N00009918,https://www.leahy.senate.gov,S4VT00017,586.0,senior,,,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'1998-04-07','1999-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'1999-01-06','2001-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2001-01-03','2003-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2003-01-07','2005-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://www.house.gov/lee,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2005-01-04','2007-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://www.house.gov/lee,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2007-01-04','2009-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2009-01-06','2011-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2011-01-05','2013-01-03',CA,,Democrat,17282,9,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2013-01-03','2015-01-03',CA,,Democrat,17282,13,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2015-01-06','2017-01-03',CA,,Democrat,17282,13,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,http://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2017-01-03','2019-01-03',CA,,Democrat,17282,13,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,https://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000551,400237,29778.0,Barbara Lee,Q289317,kg:/m/024sjy,Barbara,Lee,'1946-07-16',F,rep,'2019-01-03','2021-01-03',CA,,Democrat,17282,13,,,,,,'01501',54579,8315,,,Barbara Lee,N00008046,https://lee.house.gov,H8CA09060,337.0,,,,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000577,412495,41110.0,Mike Lee (American politician),Q627098,kg:/m/09v5q9x,Mike,Lee,'1971-06-04',M,sen,'2011-01-05','2017-01-03',UT,3.0,Republican,,,,,,,,'02080',9267977,66395,S346,Mike Lee,Mike Lee,N00031696,http://www.lee.senate.gov,S0UT00165,1500.0,junior,,,SenMikeLee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,88784440,senatormikelee,senmikelee,391361701
L000577,412495,41110.0,Mike Lee (American politician),Q627098,kg:/m/09v5q9x,Mike,Lee,'1971-06-04',M,sen,'2017-01-03','2023-01-03',UT,3.0,Republican,,,,,,,,'02080',9267977,66395,S346,Mike Lee,Mike Lee,N00031696,https://www.lee.senate.gov/public,S0UT00165,1500.0,senior,,,SenMikeLee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,88784440,senatormikelee,senmikelee,391361701
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2005-01-04','2007-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2007-01-04','2009-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,http://www.lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2009-01-06','2011-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,http://www.lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2011-01-05','2013-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,http://www.lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2013-01-03','2015-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,http://www.lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2015-01-06','2017-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,http://lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2017-01-03','2019-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,https://lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000563,400630,20508.0,Dan Lipinski,Q518424,kg:/m/0508fv,Daniel,Lipinski,'1966-07-15',M,rep,'2019-01-03','2021-01-03',IL,,Democrat,17303,3,William,,,,,'01781',1013046,33692,,Daniel Lipinski,Daniel Lipinski,N00027239,https://lipinski.house.gov,H4IL03077,636.0,,,,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2007-01-04','2009-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,http://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2009-01-06','2011-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,http://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2011-01-05','2013-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,http://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2013-01-03','2015-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,http://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2015-01-06','2017-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,http://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2017-01-03','2019-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,https://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000565,412209,20720.0,Dave Loebsack,Q771586,kg:/m/0gtmqs,David,Loebsack,'1952-12-23',M,rep,'2019-01-03','2021-01-03',IA,,Democrat,17307,2,,,,,,'01846',1022883,68964,,Dave Loebsack,David Loebsack,N00027741,https://loebsack.house.gov,H6IA02146,694.0,,,,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'1995-01-04','1997-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'1997-01-07','1999-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'1999-01-06','2001-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2001-01-03','2003-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2003-01-07','2005-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,http://zoelofgren.house.gov,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2005-01-04','2007-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,http://zoelofgren.house.gov,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2007-01-04','2009-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,http://www.house.gov/lofgren,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2009-01-06','2011-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,http://www.house.gov/lofgren,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2011-01-05','2013-01-03',CA,,Democrat,17087,16,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,http://www.house.gov/lofgren,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2013-01-03','2015-01-03',CA,,Democrat,17087,19,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,http://lofgren.house.gov,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2015-01-06','2017-01-03',CA,,Democrat,17087,19,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,https://lofgren.house.gov,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000397,400245,29504.0,Zoe Lofgren,Q218217,kg:/m/024t94,Zoe,Lofgren,'1947-12-21',F,rep,'2017-01-03','2019-01-03',CA,,Democrat,17087,19,,,,,,'00701',36520,21899,,Zoe Lofgren,Zoe Lofgren,N00007479,https://lofgren.house.gov,H4CA16049,345.0,,,,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
