bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,first,last,official_full,birthday,gender,type,start,end,state,district,party,url,class,state_rank,middle,nickname,suffix,caucus,end-type
M000087,'00729',,400251,N00000078,26978,H2NY14037,26162,Carolyn Maloney,17437,Carolyn B. Maloney,349,29379,Q455833,kg:/m/03txd5,Carolyn,Maloney,Carolyn B. Maloney,'1946-02-19',F,rep,'2009-01-06','2011-01-03',NY,14,Democrat,http://maloney.house.gov,,,B.,,,,
M000087,'00729',,400251,N00000078,26978,H2NY14037,26162,Carolyn Maloney,17437,Carolyn B. Maloney,349,29379,Q455833,kg:/m/03txd5,Carolyn,Maloney,Carolyn B. Maloney,'1946-02-19',F,rep,'2011-01-05','2013-01-03',NY,14,Democrat,http://maloney.house.gov,,,B.,,,,
M000087,'00729',,400251,N00000078,26978,H2NY14037,26162,Carolyn Maloney,17437,Carolyn B. Maloney,349,29379,Q455833,kg:/m/03txd5,Carolyn,Maloney,Carolyn B. Maloney,'1946-02-19',F,rep,'2013-01-03','2015-01-03',NY,12,Democrat,http://maloney.house.gov,,,B.,,,,
M000087,'00729',,400251,N00000078,26978,H2NY14037,26162,Carolyn Maloney,17437,Carolyn B. Maloney,349,29379,Q455833,kg:/m/03txd5,Carolyn,Maloney,Carolyn B. Maloney,'1946-02-19',F,rep,'2015-01-06','2017-01-03',NY,12,Democrat,http://maloney.house.gov,,,B.,,,,
M000087,'00729',,400251,N00000078,26978,H2NY14037,26162,Carolyn Maloney,17437,Carolyn B. Maloney,349,29379,Q455833,kg:/m/03txd5,Carolyn,Maloney,Carolyn B. Maloney,'1946-02-19',F,rep,'2017-01-03','2019-01-03',NY,12,Democrat,https://maloney.house.gov,,,B.,,,,
M000087,'00729',,400251,N00000078,26978,H2NY14037,26162,Carolyn Maloney,17437,Carolyn B. Maloney,349,29379,Q455833,kg:/m/03txd5,Carolyn,Maloney,Carolyn B. Maloney,'1946-02-19',F,rep,'2019-01-03','2021-01-03',NY,12,Democrat,https://maloney.house.gov,,,B.,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2005-01-04','2007-01-03',TX,24,Republican,,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2007-01-04','2009-01-03',TX,24,Republican,http://www.house.gov/marchant,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2009-01-06','2011-01-03',TX,24,Republican,http://www.house.gov/marchant,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2011-01-05','2013-01-03',TX,24,Republican,http://www.house.gov/marchant,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2013-01-03','2015-01-03',TX,24,Republican,http://marchant.house.gov,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2015-01-06','2017-01-03',TX,24,Republican,http://marchant.house.gov,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2017-01-03','2019-01-03',TX,24,Republican,https://marchant.house.gov,,,Ewell,,,,
M001158,'01806',,400656,N00026710,5549,H4TX24094,1013059,Kenny Marchant,18788,,661,20532,Q368184,kg:/m/04cvjb,Kenny,Marchant,Kenny Marchant,'1951-02-23',M,rep,'2019-01-03','2021-01-03',TX,24,Republican,https://marchant.house.gov,,,Ewell,,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1975-01-14','1977-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1977-01-04','1979-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1979-01-15','1981-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1981-01-05','1983-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1983-01-03','1985-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1985-01-03','1987-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1987-01-06','1989-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1989-01-03','1991-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1991-01-03','1993-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1993-01-05','1995-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1995-01-04','1997-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1997-01-07','1999-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'1999-01-06','2001-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2001-01-03','2003-01-03',MA,7,Democrat,,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2003-01-07','2005-01-03',MA,7,Democrat,http://www.house.gov/markey,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2005-01-04','2007-01-03',MA,7,Democrat,http://www.house.gov/markey,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2007-01-04','2009-01-03',MA,7,Democrat,http://www.house.gov/markey,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2009-01-06','2011-01-03',MA,7,Democrat,http://www.house.gov/markey,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2011-01-05','2013-01-03',MA,7,Democrat,http://www.house.gov/markey,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,rep,'2013-01-03','2013-07-15',MA,5,Democrat,http://www.house.gov/markey,,,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,sen,'2013-07-16','2015-01-03',MA,,Democrat,http://www.markey.senate.gov,2,junior,J.,Ed,,,
M000133,'00735',S369,400253,N00000270,26900,H6MA07101|S4MA00028,260,Ed Markey,17493,Ed Markey,351,14435,Q1282411,kg:/m/028vr4,Edward,Markey,Edward J. Markey,'1946-07-11',M,sen,'2015-01-06','2021-01-03',MA,,Democrat,https://www.markey.senate.gov,2,junior,J.,Ed,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2005-03-10','2007-01-03',CA,5,Democrat,,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2007-01-04','2009-01-03',CA,5,Democrat,http://www.house.gov/matsui,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2009-01-06','2011-01-03',CA,5,Democrat,http://www.house.gov/matsui,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2011-01-05','2013-01-03',CA,5,Democrat,http://www.house.gov/matsui,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2013-01-03','2015-01-03',CA,6,Democrat,http://matsui.house.gov,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2015-01-06','2017-01-03',CA,6,Democrat,http://matsui.house.gov,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2017-01-03','2019-01-03',CA,6,Democrat,http://matsui.house.gov,,,O.,,,,
M001163,'01814',,400663,N00027459,28593,H6CA05195,26602,Doris Matsui,18797,,668,20538,Q399561,kg:/m/059hdf,Doris,Matsui,Doris O. Matsui,'1944-09-25',F,rep,'2019-01-03','2021-01-03',CA,6,Democrat,https://matsui.house.gov,,,O.,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2007-01-04','2009-01-03',CA,22,Republican,http://kevinmccarthy.house.gov,,,,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2009-01-06','2011-01-03',CA,22,Republican,http://kevinmccarthy.house.gov,,,,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2011-01-05','2013-01-03',CA,22,Republican,http://kevinmccarthy.house.gov,,,,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2013-01-03','2015-01-03',CA,23,Republican,http://kevinmccarthy.house.gov,,,,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2015-01-06','2017-01-03',CA,23,Republican,http://kevinmccarthy.house.gov,,,,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2017-01-03','2019-01-03',CA,23,Republican,https://kevinmccarthy.house.gov,,,,,,,
M001165,'01833',,412190,N00028152,28918,H6CA22125|H2CA23148,85231,Kevin McCarthy (California politician),18801,Kevin McCarthy (California),677,20703,Q766866,kg:/m/074qxm,Kevin,McCarthy,Kevin McCarthy,'1965-01-26',M,rep,'2019-01-03','2021-01-03',CA,23,Republican,https://kevinmccarthy.house.gov,,,,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2005-01-04','2007-01-03',TX,10,Republican,,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2007-01-04','2009-01-03',TX,10,Republican,http://www.house.gov/mccaul,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2009-01-06','2011-01-03',TX,10,Republican,http://www.house.gov/mccaul,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2011-01-05','2013-01-03',TX,10,Republican,http://www.house.gov/mccaul,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2013-01-03','2015-01-03',TX,10,Republican,http://mccaul.house.gov,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2015-01-06','2017-01-03',TX,10,Republican,http://mccaul.house.gov,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2017-01-03','2019-01-03',TX,10,Republican,https://mccaul.house.gov,,,T.,,,,
M001157,'01804',,400654,N00026460,49210,H4TX10093,1013056,Michael McCaul,18786,Michael McCaul,659,20530,Q539509,kg:/m/0492cz,Michael,McCaul,Michael T. McCaul,'1962-01-14',M,rep,'2019-01-03','2021-01-03',TX,10,Republican,https://mccaul.house.gov,,,T.,,,,
M001177,'01908',,412295,N00006863,9715,H8CA04152|H6CA21135,30359,Tom McClintock,18824,,777,20903,Q535887,kg:/m/01r6jp,Tom,McClintock,Tom McClintock,'1956-07-10',M,rep,'2009-01-06','2011-01-03',CA,4,Republican,http://mcclintock.house.gov,,,,,,,
M001177,'01908',,412295,N00006863,9715,H8CA04152|H6CA21135,30359,Tom McClintock,18824,,777,20903,Q535887,kg:/m/01r6jp,Tom,McClintock,Tom McClintock,'1956-07-10',M,rep,'2011-01-05','2013-01-03',CA,4,Republican,http://mcclintock.house.gov,,,,,,,
M001177,'01908',,412295,N00006863,9715,H8CA04152|H6CA21135,30359,Tom McClintock,18824,,777,20903,Q535887,kg:/m/01r6jp,Tom,McClintock,Tom McClintock,'1956-07-10',M,rep,'2013-01-03','2015-01-03',CA,4,Republican,http://mcclintock.house.gov,,,,,,,
M001177,'01908',,412295,N00006863,9715,H8CA04152|H6CA21135,30359,Tom McClintock,18824,,777,20903,Q535887,kg:/m/01r6jp,Tom,McClintock,Tom McClintock,'1956-07-10',M,rep,'2015-01-06','2017-01-03',CA,4,Republican,http://mcclintock.house.gov,,,,,,,
M001177,'01908',,412295,N00006863,9715,H8CA04152|H6CA21135,30359,Tom McClintock,18824,,777,20903,Q535887,kg:/m/01r6jp,Tom,McClintock,Tom McClintock,'1956-07-10',M,rep,'2017-01-03','2019-01-03',CA,4,Republican,https://mcclintock.house.gov,,,,,,,
M001177,'01908',,412295,N00006863,9715,H8CA04152|H6CA21135,30359,Tom McClintock,18824,,777,20903,Q535887,kg:/m/01r6jp,Tom,McClintock,Tom McClintock,'1956-07-10',M,rep,'2019-01-03','2021-01-03',CA,4,Republican,https://mcclintock.house.gov,,,,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2001-01-03','2003-01-03',MN,4,Democrat,,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2003-01-07','2005-01-03',MN,4,Democrat,http://www.house.gov/mccollum,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2005-01-04','2007-01-03',MN,4,Democrat,http://www.house.gov/mccollum,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2007-01-04','2009-01-03',MN,4,Democrat,http://www.house.gov/mccollum,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2009-01-06','2011-01-03',MN,4,Democrat,http://www.house.gov/mccollum,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2011-01-05','2013-01-03',MN,4,Democrat,http://www.house.gov/mccollum,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2013-01-03','2015-01-03',MN,4,Democrat,http://mccollum.house.gov,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2015-01-06','2017-01-03',MN,4,Democrat,http://mccollum.house.gov,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2017-01-03','2019-01-03',MN,4,Democrat,https://mccollum.house.gov,,,Louise,,,,
M001143,'01653',,400259,N00012942,3812,H0MN04049,86670,Betty McCollum,18758,Betty McCollum,356,20122,Q434893,kg:/m/0249hy,Betty,McCollum,Betty McCollum,'1954-07-12',F,rep,'2019-01-03','2021-01-03',MN,4,Democrat,https://mccollum.house.gov,,,Louise,,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'1997-01-07','1999-01-03',MA,3,Democrat,,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'1999-01-06','2001-01-03',MA,3,Democrat,,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2001-01-03','2003-01-03',MA,3,Democrat,,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2003-01-07','2005-01-03',MA,3,Democrat,http://www.house.gov/mcgovern,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2005-01-04','2007-01-03',MA,3,Democrat,http://www.house.gov/mcgovern,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2007-01-04','2009-01-03',MA,3,Democrat,http://www.house.gov/mcgovern,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2009-01-06','2011-01-03',MA,3,Democrat,http://www.house.gov/mcgovern,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2011-01-05','2013-01-03',MA,3,Democrat,http://www.house.gov/mcgovern,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2013-01-03','2015-01-03',MA,2,Democrat,http://mcgovern.house.gov,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2015-01-06','2017-01-03',MA,2,Democrat,http://mcgovern.house.gov,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2017-01-03','2019-01-03',MA,2,Democrat,https://mcgovern.house.gov,,,P.,Jim,,,
M000312,'01504',,400263,N00000179,552,H4MA03022,45976,Jim McGovern (American politician),17711,,360,29729,Q1337459,kg:/m/028vn7,James,McGovern,James P. McGovern,'1959-11-20',M,rep,'2019-01-03','2021-01-03',MA,2,Democrat,https://mcgovern.house.gov,,,P.,Jim,,,
M001156,'01792',,400644,N00026627,21031,H4NC10047,1007062,Patrick McHenry,18784,Patrick T. McHenry,650,20522,Q2057809,kg:/m/02b4rz,Patrick,McHenry,Patrick T. McHenry,'1975-10-22',M,rep,'2005-01-04','2007-01-03',NC,10,Republican,,,,T.,,,,
M001156,'01792',,400644,N00026627,21031,H4NC10047,1007062,Patrick McHenry,18784,Patrick T. McHenry,650,20522,Q2057809,kg:/m/02b4rz,Patrick,McHenry,Patrick T. McHenry,'1975-10-22',M,rep,'2007-01-04','2009-01-03',NC,10,Republican,http://www.house.gov/mchenry,,,T.,,,,
M001156,'01792',,400644,N00026627,21031,H4NC10047,1007062,Patrick McHenry,18784,Patrick T. McHenry,650,20522,Q2057809,kg:/m/02b4rz,Patrick,McHenry,Patrick T. McHenry,'1975-10-22',M,rep,'2009-01-06','2011-01-03',NC,10,Republican,http://www.house.gov/mchenry,,,T.,,,,
M001156,'01792',,400644,N00026627,21031,H4NC10047,1007062,Patrick McHenry,18784,Patrick T. McHenry,650,20522,Q2057809,kg:/m/02b4rz,Patrick,McHenry,Patrick T. McHenry,'1975-10-22',M,rep,'2011-01-05','2013-01-03',NC,10,Republican,http://www.house.gov/mchenry,,,T.,,,,
M001156,'01792',,400644,N00026627,21031,H4NC10047,1007062,Patrick McHenry,18784,Patrick T. McHenry,650,20522,Q2057809,kg:/m/02b4rz,Patrick,McHenry,Patrick T. McHenry,'1975-10-22',M,rep,'2013-01-03','2015-01-03',NC,10,Republican,http://mchenry.house.gov,,,T.,,,,
M001156,'01792',,400644,N00026627,21031,H4NC10047,1007062,Patrick McHenry,18784,Patrick T. McHenry,650,20522,Q2057809,kg:/m/02b4rz,Patrick,McHenry,Patrick T. McHenry,'1975-10-22',M,rep,'2015-01-06','2017-01-03',NC,10,Republican,http://mchenry.house.gov,,,T.,,,,
